Kalimat;Kelompok
Nyai Cundhamundhing menjelaskan tentang waktu hari itu dan dagingnya dapat tumbuh dan tumbuh.;pernyataan
Memegang segenggam detail tentang nama-nama daging di tubuh mereka.;pernyataan
Tamu Nyai Padmasastra, ahli memberikan deskripsi singkat tentang kitab suci (batik) dan penulisan esai.;pernyataan
Itu juga menciptakan batik.;pernyataan
Dalam nama Nyari Sriyatna, menggambarkan berbagai kegiatan seorang ibu rumah tangga, seperti mencuci, mandi, tenda, dapur dan kamar mandi, petani, mandi, hairspray, penata rambut, penata rambut, kembar, keagungan, memulsa, pecinta makanan, dan sebagainya.;pernyataan
Kemudian berbicaralah kepada Kepala Istana dan jelaskan proposalnya.;pernyataan
Pembukaan acara (mantu pertama), datangnya (menantu perempuan mertua) dan upacara pernikahan.;pernyataan
Ki Pujangkara bertatap muka dengan Ki Goniyah.;pernyataan
Apa tujuan dari memorial roh-roh leluhur, interpretasi proposal, mengatakan kepada pasangan calon untuk melayani kekuatan supranatural Allah oleh kuasa Allah.;pernyataan
Raja Namrut dilelehkan oleh gempa bumi.;pernyataan
Dan mereka lemah, satu dan yang lain tidak tahu bahasa mereka.;pernyataan
Dipertahankan oleh para tamu wanita.;pernyataan
pengantin wanita yang telah masuk penuh ke dalam rumah.;pernyataan
disimpan oleh tamu wanita yang sama saat ia berevolusi dan mewariskan nasib wanita kepada suaminya.;pernyataan
Nyai Atikah, menginstruksikan perempuan untuk menceritakan perjalanan Nyi Kasanah yang setia pada bisnis suaminya.;pernyataan
Dia ditinggalkan dengan saudaranya, tetapi dia sinis, dia tidak pergi ke pengadilan, dan dihukum karena hukuman.;pernyataan
Tubuhnya direndam setengah, diratakan.;pernyataan
Dia telah meninggal dan dimakamkan di makam.;pernyataan
Menerima tanda dagang, lalu memunggungi seorang pelayan.;pernyataan
Mereka tidak ingin anak-anak mereka mati.;pernyataan
Mereka berteman karena tidak punya persahabatan, lalu keluar dengan uang.;pernyataan
Untuk bantuan mereka yang dihukum demi urusan mereka.;pernyataan
Tetapi mereka akan senang dan akhirnya seorang penghujat.;pernyataan
Layar itu memasuki perdagangan kapal, dan pergi ke negara lain.;pernyataan
Di kapal Kasaah adalah orang jahat, tetapi dia selalu hilang karena pertolongan Tuhan.;pernyataan
Untuk memasuki negara itu, maka kebaikan tubuh yang kekal diangkat sebagai raja.;pernyataan
Alim juga seorang seniman.;pernyataan
Penghujat meminta bantuan.;pernyataan
Ini juga membantu, tetapi perlu untuk mengetahui mengapa itu menyakitkan.;pernyataan
Ki Suhul memanggil mantranya, bisa menjadi raja dari Nyi Kasanah Sholat, tetapi dalam hidupnya mati.;pernyataan
Kisah Dara Murtatiyah, oleh ayahnya, Kyai Akbar, akan bingung dengan Seh Ngarip, dan tidak akan.;pernyataan
Ayahnya kemudian menyimpan perjalanan berwarna-warni sebagai contoh.;pernyataan
Kisah-kisah para pemuda yang merupakan orang asing Nabi Sulaiman.;pernyataan
Pria itu dibunuh oleh istrinya.;pernyataan
Waktunya telah berakhir, karena tidak miring.;pernyataan
Para wanita dipanggil untuk membunuh suami mereka.;pernyataan
Jika mereka berhasil, mereka akan menjadi seperti wanita.;pernyataan
Miringkan pedang untuk memberikannya, itu bukan senjata sungguhan.;pernyataan
Yang terakhir menangis.;pernyataan
Kisah masa kecil Siti Aklimah menyenangkan dan terluka oleh Ngabdulah yang sudah lama dan cintanya yang naas.;pernyataan
Jika kesan konten terkunci, halaman direndam dalam pasir sehingga setiap orang dapat melihatnya.;pernyataan
Kedatangan Siti Patimah anak dari Rasul Allah selalu Siti Aklimah.;pernyataan
Jadikan keponakannya Aklimah gebagi hingga setengah mati.;pernyataan
Wanita yang setia itu dibawa oleh Pangeran ke surga.;pernyataan
Istrinya disiksa di neraka, tetapi ibunya tidak setia.;pernyataan
Kemudian Tuhan menyertai Anda di surga.;pernyataan
Misi Das Murtati adalah untuk melayani Seh Ngarip untuk memiliki anak tunggal, jika dia diterima oleh Tuhan.;pernyataan
tidak ada jejak.;pernyataan
Dara Murtasiyah meninggal dunia oleh istrinya.;pernyataan
Orang tuanya juga mengutuk Dara Murtasiyah, meminta air untuk penampungan tidak diberikan.;pernyataan
Selanjutnya, Perawan Murtatiyah memasuki hutan.;pernyataan
Ditemani oleh berkat-berkat Allah, malaikat Jabarail menjadi lebih cantik.;pernyataan
Kembalilah ke istrinya, untuk sementara waktu, tidak tahu, tetapi akhirnya dia tidak memiliki orang lain.;pernyataan
Maka itu tidak akan terjadi lagi pada wanita itu.;pernyataan
Setelah selesainya Ki Pujangkara memiliki menantu laki-laki, sehari sebelum peringatan ritus-ritus, penangkapan Murwakala.;pernyataan
Ringgitan mulai dengan Partdewa.;pernyataan
Dalam terang Pencuri Kresnakesawa Bagarakasawa adalah saudara perempuan saudara perempuan Mardadari, mengambil keuntungan dari surga Tenjomaya, untuk melihat raja Arjuna dari Karithi kepada istri istrinya.;pernyataan
Menurut Mardadari, Arjuna kadang-kadang bisa dibilang bersemangat dan istri Dewi Wara Sumbadra.;pernyataan
Janji Arjuna sebagai teman tentara bayaran, tidak terwujud.;pernyataan
Mendengar jeritan tangisan Arjuna yang sedang berduka.;pernyataan
Kemenangan terakhir dalam pretensi Wringinpitu.;pernyataan
Dia marah dan marah, tetapi dia tidak mengerti.;pernyataan
Faktanya, para penentang melewati pertempuran Batara Krishna, Ujung Mardadari menjadi Sumbadra.;pernyataan
Nagari Ngamarta adalah spanduk, diundang oleh Bambang Partadewa.;pernyataan
Pendeta Dawah akan mengalahkan Partadewa dengan wajah naksir, tetapi wajahnya, dan kehendaknya.;pernyataan
Setelah menyelesaikan Partdewa, Anda harus memeriksa keberadaan Murkawala, lengkap dan banyak.;pernyataan
Mereka yang berkulit putih akan memiliki ekor putih.;pernyataan
sebagai kedatangan para tamu pengantin wanita.;pernyataan
Ki dhalang kemudian duduk di bawah atap.;pernyataan
Ringgit Murwakala bisa dilakukan.;pernyataan
Pada awal bahtera Guru dengan putri Dewi Uma ke bahtera Kala adalah dewa yang lain.;pernyataan
bahtera Kala meminta makanan.;pernyataan
Namun tidak semua pria kecuali yang satu-satunya.;pernyataan
satu-satunya pintu tangerine, bunga, besar, besar dan banyak lagi.;pernyataan
ada dua belas hal, salah satu karakteristik mereka.;pernyataan
Bathari Uma menambahkan peran bahtera Kala.;pernyataan
Setelah Tuhan sementara, Tuhan memerintahkan Naraddha segera turun ke bumi sampai Tuhan Wisnu dan Brahma, harus mengurangi papancenipun Kala.;pernyataan
Cara: bahtera Wisnu menjadi dhalang dharma bernama Kandhabuwana.;pernyataan
bahtera Brama menjadi nama nama Surani.;pernyataan
Batara Naraddha menjadi nama Kalunglungan.;pernyataan
bahtera Kala lahir dari Bathari Durga dan istrinya Batara Panyarikan.;pernyataan
belajar bagaimana menemukan bentuk manusia.;pernyataan
Menemukan satu-satunya anak dari nama Jatusmati.;pernyataan
kemudian canggung dan selalu begitu jelek, bahkan sampai ke tempat dewi Murkawala.;pernyataan
Kundabuwana membantah adanya Batara Kala.;pernyataan
Batara Kala kembali dan mengakui dia kehilangan enam.;pernyataan
Selanjutnya, kedutaan Murwakala dieksekusi sampai akhir.;pernyataan
Di sore hari, di sore hari, sudah lama sekali, pernikahan diadakan.;pernyataan
Bentuk jubah dan jubah dan jubah karangan bunga yang mungkin dimiliki pengantin pria.;pernyataan
Kyai Pujangkara dan istrinya Nyai Pujastuti memberi tahu pengantin perempuan kepada sang suami.;pernyataan
Kapanpun trapsila pengantin laki-laki pecah.;pernyataan
Tunangan gadis itu terlihat seperti pria periang yang terlihat seperti kapal.;pernyataan
Setelah mengamuk pengantin boyongin.;pernyataan
Mas Cebolang dan juga pengantin dan cucu-cucunya, berhenti dengan melihat mriyem.;pernyataan
Ki Narataka yang akan menjelaskan meriam kagungandalem meriam bukan satu-satunya cerita dumnugi gubernur Penumpang Travel dan istrinya selama RA meriam uap ditugaskan untuk raja karena kehendak-Nya di Arya Bangah tumbuh.;pernyataan
Markas Yang Mulia dan Mas Cebolang di tengah jalan menemukan jalannya melalui Ki Candhilaras.;pernyataan
adalah seorang seniman instruksional dan penulis lagu.;pernyataan
putranya Seh Akidayat ditangkap, Mas Cebolang wastaneki.;pernyataan
Jika Anda mempesona, Anda akan dapat menggunakan warna kulit Anda, hanya pada wanita.;pernyataan
Jika Anda mengatakan bahwa itu manis, itu resep yang sama.;pernyataan
seolah-olah itu adalah lagu, lagu dari Sokayasa, pecah menjadi suara nyaring.;pernyataan
Berbalik dengan teman catur Anda, dari Sokayasa wukir.;pernyataan
Sebelum itu, daerah Purbalingga diduduki, sisa makam Dhukoh.;pernyataan
Tunangannya adalah gadisnya, mendemarkasi kekasihnya.;pernyataan
Semakin banyak yang harus dia lakukan, cara dia pergi ke rumah, dia berbaring dengan jagung.;pernyataan
Kyai mengatakan bahwa dia sedang duduk di singgasananya.;pernyataan
mana baunya, kemana perginya, Mas Cebolang berkata perlahan.;pernyataan
Sarwi tersenyum sebagai kata bulan madu, yang merupakan sastah amastani.;pernyataan
Lebih banyak nama, dari Sokayasa wukir, di masa depan.;pernyataan
Di tempat pertama, suku-suku nomaden berjalan.;pernyataan
Itulah yang dirasakan hati, pemenang hati.;pernyataan
Halaman Angregedi paduka sadalu, kyai nakal.;pernyataan
Ketika saya bangun, saya melanjutkan perjalanan untuk mempelajari wacana.;pernyataan
Ini adalah cara kita pergi, bahkan kepada orang-orang.;pernyataan
Pada hari ketiga, saya akan senang melakukan ini, untuk berkarier.;pernyataan
Lebih menyenangkan, saya lebih muda, memohon pada kyai.;pernyataan
Jika Anda melakukannya, kembalilah dengan pekerjaan.;perintah
hanya untuk mengetahui sopan santun Guihua, Karang Jambu Karang di ardi.;pernyataan
Tinggal di sini, di sini di Mantawis, demang praga wakingong.;pernyataan
nama Srana muncul, nama iblis.;pernyataan
dia memiliki banyak kesenangan, setiap orang di tangannya, jadi dia bangun.;pernyataan
Ini wajib untuk satu orang, yang merupakan anggota mukir Lawet.;pernyataan
Aku dalam bahaya, menyerahkan loker, rumah yang terbaring di tempat tidur.;pernyataan
Semakin banyak yang Anda lakukan, semakin banyak itu akan terjadi.;pernyataan
Di Jambu Karang, dengan segala upaya, sangat senang.;pernyataan
Ceritanya panjang, putra Majapahit.;pernyataan
Menyentuh Bajak Pegunungan, itu mungkin antara yang lama dan yang pertama.;pernyataan
Seh Magribi pergi ke utusan Nabi, setelah itu.;pernyataan
julukan itu dijuluki, Jeng Pangran Seh Jambu Kawis, sekarang Lawet adalah jenazahnya.;pernyataan
Pangran memimpin muridnya, menyeberanginya.;pernyataan
Di atas bukit, banyak mancanagri, semuanya berakhir.;pernyataan
Itu adalah kasusnya, yang terjadi dengan kartu itu.;pernyataan
dia harus cepat, tidak bisa dilacak, dan tidak mengatakan apa-apa.;pernyataan
bahwa itu harus didengar di yang lain, dan akan dapat menavigasi.;pernyataan
Makanan Anda luar biasa, kesenangan energik Anda, karunia Anda.;pernyataan
Saya baru saja keluar dari jalan, karena benjolan.;pernyataan
banyak yang kembali.;pernyataan
Lebih banyak orang dalam suasana hati, mereka ada di berita.;pernyataan
Saya yakin bahwa Anda ada di dalam hati, sangat saya sayangi, bahwa Anda adalah orang baik.;pernyataan
Kami bangga dengan kesuksesan kami.;pernyataan
Nah, Kamis dan Kamis, sulit untuk membicarakannya, tolong lakukan.;pernyataan
bukti bukti, di malam hari malam ini.;pernyataan
Waktu bangun doa pagi.;pernyataan
Mas Cebolang telah mengambil bagian, tanpa memisahkan caturnya, berpura-pura menjadi sekretaris.;pernyataan
Penghancuran uang.;pernyataan
Kyai Demang Sarana Masrahken sudah, kawin Ki Seraya juru kunci.;pernyataan
Setan telah kembali, Ki Seraya senang memilikinya, harus masuk ke dalam lalakon.;pernyataan
Di masa lalu, hanya orang yang memimpin, setiap prapta makamnya.;pernyataan
Tanya teman Anda, harus cukup berani.;perintah
yang terletak di bawah ini, karena kebiasaan naik.;pernyataan
Keindahan luksung, harus dilemparkan ke perabotan, yang hanya menyentuh celana dalam.;pernyataan
Yang berikutnya adalah sabuk, dan itu di atasnya.;pernyataan
Dia masih sangat muda, dan dia berkata, Ayo.;pernyataan
Dari depan tempat tidur dia menyapu, mengepung kepalanya.;pernyataan
tetapi dengan rambutnya, dia memiliki hati yang baik, memuja tahtanya.;pernyataan
Lantai bawah dia terus memanjat, jika tidak.;pernyataan
Semakin banyak yang ingin Anda lakukan, semakin baik siswa, semakin banyak mereka.;pernyataan
Saya pergi ke Ki Seraya, di mana saya berjalan di atas bukit.;pernyataan
Lawet adalah tiga baris, yang berada di bagian atas tubuh, karena batangnya adalah bondhol.;pernyataan
Arteri kanan arteri, perut lingira naik.;pernyataan
Inti adalah inti dari yogi, bahasa bismillah.;pernyataan
Dia telah menyentuh cara dia melakukannya, sambil mengaduk-aduk pohon.;pernyataan
pergi ke dasar lembah, banyak buronan, dan sangat menyenangkan.;pernyataan
Kepala singa sangat tinggi, santri tidak dikenal.;pernyataan
Ambil bola lampu Anda, mintalah, ambillah di kolam.;perintah
Semakin banyak tindakan Anda cepat, Anda bersedia pergi ke Hyang Widdhi.;pernyataan
merasa bebas untuk pergi, merasa bebas dari tempat Hyang Manon.;pernyataan
Setiap prapta yang saya berikan kepada tiga murid, beberapa dari mereka.;pernyataan
Setelah beberapa lama, menurut instruktur, panci tanpa keris datang.;pernyataan
Anjing dan aroma nafasnya, meremas lehernya.;pernyataan
Ambil lutut setinggi lutut, cukup duduk di samping, pastikan untuk tetap pada perumpamaan.;pernyataan
Ki Seraya secara ajaib lingiram rum, makan bismillahi, tapi masih bagus, bismillah, sudah naik.;pernyataan
Saya adalah korban dari perilaku Anda, jika Anda tidak mencintai saya.;pernyataan
Ya, itu kembali ke jalan, kecuali jalan raya, yang terbaik dari semuanya.;pernyataan
Ini gunung, permata di tengah rumah, cacing besar kalung, lintah, dan besar.;pernyataan
Buat suaranya, gandakan saat dia datang.;pernyataan
sebuah dot di dahi yang melontarkan, menghapus luka wuh, membuang-buang cacing.;pernyataan
Mengendus singa berada di tengah, tetapi hanya sekejap di wajah, tapi ada sedikit harga diri, hanya tangan kanan, tidak apa-apa.;pernyataan
Semakin Anda mencintai, semakin banyak Anda pergi.;pernyataan
kepala kuburan dibulatkan, dikelilingi oleh kebesaran kemuliaan.;pernyataan
Kembali ke pasangannya, daun yang berputar itu tumbuh.;pernyataan
buka pintunya untuk membuka pintu, baca lagu dengan lagumu, tonton lagumu.;perintah
Di depannya, lawan abagus.;pernyataan
Saya minta maaf untuk mengatakan bahwa saya minta maaf, jadi saya minta maaf untuk minggu ini, saya minta maaf.;pernyataan
Kamu berbohong, mendengarkan suaramu, mendengarkan matamu.;pernyataan
Matahari berhati-hati di hati Anda, dan kemudian Anda akan dapat melakukan sesuatu.;pernyataan
Ketika penelepon bertanya, katanya, di tengah-tengah ini, ada suara di telinganya, matanya yang tajam.;pernyataan
Ketika keluar, ketumbar menutup anulya.;pernyataan
Lebih menyenangkan di dalam ruangan, bersihkan rambut, bagian bawah cincin.;pernyataan
Oputi Ki Sraya juruter, kembali ke pengobatan telah datang.;pernyataan
dia telah mengenakan pakaian, mengenakan pakaiannya, dan tidak mengenakan pakaian.;pernyataan
pembukaan sebuah Desa, telah menemukan catur santri-nya, sayangnya desa Anda telah berlalu, dari Purbalingga ke utara, tanpa pantai selatan.;pernyataan
Dalam tindakan, dikatakan air mancur, ukuran bijih.;pernyataan
mengarah ke lepen besar, bulan baru adalah baru.;pernyataan
Ada begitu banyak yang cantik, semuanya mencarimu.;pernyataan
kepada orang yang mampu berdiri, lima di antaranya baik, yang terakhir buta.;pernyataan
Hal pertama yang biasa saya lakukan, gadis-gadis itu cukup muda.;pernyataan
letakkan semua laporan pada irisan, itulah sebabnya mengapa aman untuk melakukannya.;pernyataan
Dikatakan bahwa muridnya adalah seorang perancang yang baik hati.;pernyataan
Aku datang untuk melihat wajahnya, kekasihku, aku melihatmu.;pernyataan
di tengah desa, di mana tenggorokan tiba-tiba turun.;pernyataan
gerakan dan dennira nauri, dhusun Manut bhsana, pranata sing katon.;pernyataan
Surawana puniku, tanya ki santri gya pulang.;pernyataan
